timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,vram_temp_c,power_w,util_pct,a_load,t_sustain_s,fan_pct,rolling_peak,collapse,alerts
2025-10-27T09:04:30.204129Z,gpu,3.382983,3.382983,0.998336,3.388621,60.00,,22.43,38.00,0.112,600.0,0,0.000000,0,
2025-10-27T09:04:30.204129Z,cpu,489.184692,489.184692,0.998336,490.000000,,,,49.00,0.000,600.0,,0.000000,0,
2025-10-27T09:04:31.206949Z,gpu,3.336498,3.290013,0.998336,3.295496,60.00,,21.85,36.00,0.109,600.0,0,0.000000,0,
2025-10-27T09:04:31.206949Z,cpu,303.993344,118.801997,0.998336,119.000000,,,,11.90,0.000,600.0,,0.000000,0,
2025-10-27T09:04:32.208629Z,gpu,3.253400,3.087203,0.998336,3.092349,60.00,,21.34,33.00,0.107,600.0,0,0.000000,0,
2025-10-27T09:04:32.208629Z,cpu,228.618968,77.870216,0.998336,78.000000,,,,7.80,0.000,600.0,,0.000000,0,
2025-10-27T09:04:33.211315Z,gpu,2.571099,0.524199,0.998336,0.525072,60.00,,22.85,6.00,0.114,600.0,0,0.000000,0,
2025-10-27T09:04:33.211315Z,cpu,182.945092,45.923461,0.998336,46.000000,,,,4.60,0.000,600.0,,0.000000,0,
2025-10-27T09:04:34.212272Z,gpu,2.108760,0.259401,0.072147,3.595429,60.00,,23.36,42.00,0.117,600.0,0,0.000000,0,
2025-10-27T09:04:34.212272Z,cpu,146.686244,1.650853,0.055028,30.000000,,,,3.00,0.000,600.0,,0.000000,0,
2025-10-27T09:04:35.214037Z,gpu,1.483971,0.259041,0.075692,3.422313,60.00,,23.38,40.00,0.117,600.0,0,0.000000,0,
2025-10-27T09:04:35.214037Z,cpu,49.148615,1.496549,0.057560,26.000000,,,,2.60,0.000,600.0,,0.000000,0,
2025-10-27T09:04:36.215904Z,gpu,0.862082,0.180565,0.079789,2.263034,60.00,,22.98,26.00,0.115,600.0,0,0.000000,0,
2025-10-27T09:04:36.215904Z,cpu,25.935025,2.734047,0.060757,45.000000,,,,4.50,0.000,600.0,,0.000000,0,
2025-10-27T09:04:37.218595Z,gpu,0.293088,0.242232,0.084755,2.858009,60.00,,23.09,33.00,0.115,600.0,0,0.000000,0,
2025-10-27T09:04:37.218595Z,cpu,10.948376,2.936970,0.063847,46.000000,,,,4.60,0.000,600.0,,0.000000,0,
2025-10-27T09:04:38.220325Z,gpu,0.241149,0.264506,0.089240,2.963996,60.00,,22.94,34.00,0.115,600.0,0,0.000000,0,
2025-10-27T09:04:38.220325Z,cpu,3.274738,7.555273,0.067458,112.000000,,,,11.20,0.000,600.0,,0.000000,0,
2025-10-27T09:04:39.221519Z,gpu,0.244885,0.278080,0.093451,2.975670,60.00,,22.85,34.00,0.114,600.0,0,0.000000,0,
2025-10-27T09:04:39.221519Z,cpu,3.222498,1.389651,0.069483,20.000000,,,,2.00,0.000,600.0,,0.000000,0,
2025-10-27T09:04:40.222954Z,gpu,0.250151,0.285372,0.094932,3.006056,60.00,,22.62,34.00,0.113,600.0,0,0.000000,0,
2025-10-27T09:04:40.222954Z,cpu,4.867518,9.721652,0.231468,42.000000,,,,4.20,0.000,600.0,,0.000000,0,
2025-10-27T09:04:41.224297Z,gpu,0.274112,0.300369,0.095290,3.152159,60.00,,22.21,35.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:04:41.224297Z,cpu,10.184948,29.321195,0.212472,138.000000,,,,13.80,0.000,600.0,,0.000000,0,
2025-10-27T09:04:42.225832Z,gpu,0.287039,0.306867,0.094536,3.246021,60.00,,22.18,36.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:04:42.225832Z,cpu,10.516329,4.593874,0.208812,22.000000,,,,2.20,0.000,600.0,,0.000000,0,
2025-10-27T09:04:43.227170Z,gpu,0.332468,0.491653,0.180674,2.721212,61.00,,22.05,30.00,0.110,22.0,0,0.000000,0,
2025-10-27T09:04:43.227170Z,cpu,10.243038,6.188816,0.206294,30.000000,,,,3.00,0.000,600.0,,0.000000,0,
2025-10-27T09:04:44.228178Z,gpu,0.393759,0.584534,0.215732,2.709538,60.00,,22.14,30.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:04:44.228178Z,cpu,12.306659,11.707756,0.209067,56.000000,,,,5.60,0.000,600.0,,0.000000,0,
2025-10-27T09:04:45.229358Z,gpu,0.490755,0.770354,0.260170,2.960969,60.00,,22.29,33.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:04:45.229358Z,cpu,13.703683,16.706775,0.211478,79.000000,,,,7.90,0.000,600.0,,0.000000,0,
2025-10-27T09:04:46.232050Z,gpu,0.642133,1.057256,0.343321,3.079495,60.00,,22.73,35.00,0.114,600.0,0,0.000000,0,
2025-10-27T09:04:46.232050Z,cpu,12.769946,24.652508,0.191105,129.000000,,,,12.90,0.000,600.0,,0.000000,0,
2025-10-27T09:04:47.233997Z,gpu,0.595274,0.072575,0.109007,0.665779,60.00,,21.03,7.00,0.105,600.0,0,0.000000,0,
2025-10-27T09:04:47.233997Z,cpu,13.569413,8.591210,0.190916,45.000000,,,,4.50,0.000,600.0,,0.000000,0,
2025-10-27T09:04:48.235003Z,gpu,0.577237,0.401466,0.104195,3.853008,60.00,,20.76,40.00,0.104,600.0,0,0.000000,0,
2025-10-27T09:04:48.235003Z,cpu,14.747637,12.079937,0.201332,60.000000,,,,6.00,0.000,600.0,,0.000000,0,
2025-10-27T09:04:49.236673Z,gpu,0.526936,0.333031,0.102727,3.241917,60.00,,22.83,37.00,0.114,600.0,0,0.000000,0,
2025-10-27T09:04:49.236673Z,cpu,16.605768,20.998409,0.205867,102.000000,,,,10.20,0.000,600.0,,0.000000,0,
2025-10-27T09:04:50.238318Z,gpu,0.434953,0.310435,0.102727,3.021954,60.00,,22.50,34.00,0.113,600.0,0,0.000000,0,
2025-10-27T09:04:50.238318Z,cpu,14.559452,6.475195,0.202350,32.000000,,,,3.20,0.000,600.0,,0.000000,0,
2025-10-27T09:04:51.239964Z,gpu,0.287607,0.320528,0.102275,3.133978,60.00,,22.97,36.00,0.115,600.0,0,0.000000,0,
2025-10-27T09:04:51.239964Z,cpu,12.995724,16.833869,0.237097,71.000000,,,,7.10,0.000,600.0,,0.000000,0,
2025-10-27T09:04:52.240966Z,gpu,0.333100,0.300040,0.103314,2.904163,60.00,,22.73,33.00,0.114,600.0,0,0.000000,0,
2025-10-27T09:04:52.240966Z,cpu,15.904337,23.134275,0.248756,93.000000,,,,9.30,0.000,600.0,,0.000000,0,
2025-10-27T09:04:53.242648Z,gpu,0.310756,0.289745,0.103444,2.800994,60.00,,22.14,31.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:04:53.242648Z,cpu,17.527663,20.196568,0.269288,75.000000,,,,7.50,0.000,600.0,,0.000000,0,
2025-10-27T09:04:54.243730Z,gpu,0.304576,0.302130,0.103043,2.932060,60.00,,23.87,35.00,0.119,600.0,0,0.000000,0,
2025-10-27T09:04:54.243730Z,cpu,16.874111,17.730650,0.272779,65.000000,,,,6.50,0.000,600.0,,0.000000,0,
2025-10-27T09:04:55.244972Z,gpu,0.303228,0.303696,0.102227,2.970787,60.00,,24.24,36.00,0.121,600.0,0,0.000000,0,
2025-10-27T09:04:55.244972Z,cpu,22.403825,34.123761,0.211949,161.000000,,,,16.10,0.000,600.0,,0.000000,0,
2025-10-27T09:04:56.247495Z,gpu,0.293250,0.270640,0.098378,2.751032,61.00,,23.26,32.00,0.116,22.0,0,0.000000,0,
2025-10-27T09:04:56.247495Z,cpu,19.650969,3.069588,0.204639,15.000000,,,,1.50,0.000,600.0,,0.000000,0,
2025-10-27T09:04:57.248588Z,gpu,0.385891,0.763243,0.276139,2.763982,60.00,,23.16,32.00,0.116,600.0,0,0.000000,0,
2025-10-27T09:04:57.248588Z,cpu,16.562389,7.691375,0.202405,38.000000,,,,3.80,0.000,600.0,,0.000000,0,
2025-10-27T09:04:58.250780Z,gpu,0.512414,0.922360,0.333894,2.762431,60.00,,23.17,32.00,0.116,600.0,0,0.000000,0,
2025-10-27T09:04:58.250780Z,cpu,13.734998,6.059617,0.195472,31.000000,,,,3.10,0.000,600.0,,0.000000,0,
2025-10-27T09:04:59.252076Z,gpu,0.652830,1.004212,0.365031,2.751032,60.00,,23.26,32.00,0.116,600.0,0,0.000000,0,
2025-10-27T09:04:59.252076Z,cpu,11.614345,7.127385,0.197983,36.000000,,,,3.60,0.000,600.0,,0.000000,0,
2025-10-27T09:05:00.253742Z,gpu,0.786016,0.969626,0.308290,3.145175,60.00,,24.16,38.00,0.121,600.0,0,0.000000,0,
2025-10-27T09:05:00.253742Z,cpu,5.850428,5.304173,0.196451,27.000000,,,,2.70,0.000,600.0,,0.000000,0,
2025-10-27T09:05:01.255744Z,gpu,0.745590,0.068511,0.108429,0.631854,60.00,,22.16,7.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:05:01.255744Z,cpu,6.758076,7.607832,0.195073,39.000000,,,,3.90,0.000,600.0,,0.000000,0,
2025-10-27T09:05:02.257187Z,gpu,0.592942,0.000000,0.075164,0.000000,60.00,,22.16,0.00,0.111,600.0,0,0.000000,0,
2025-10-27T09:05:02.257187Z,cpu,6.620150,7.001742,0.200050,35.000000,,,,3.50,0.000,600.0,,0.000000,0,
2025-10-27T09:05:03.258632Z,gpu,0.452432,0.219813,0.070429,3.121046,61.00,,23.71,37.00,0.119,22.0,0,0.000000,0,
2025-10-27T09:05:03.258632Z,cpu,6.491635,5.417041,0.200631,27.000000,,,,2.70,0.000,600.0,,0.000000,0,
2025-10-27T09:05:04.260560Z,gpu,0.300312,0.243609,0.071152,3.423800,60.00,,23.95,41.00,0.120,600.0,0,0.000000,0,
2025-10-27T09:05:04.260560Z,cpu,7.327218,11.305300,0.201880,56.000000,,,,5.60,0.000,600.0,,0.000000,0,
2025-10-27T09:05:05.261911Z,gpu,0.112658,0.031356,0.064296,0.487686,60.00,,20.50,5.00,0.103,600.0,0,0.000000,0,
2025-10-27T09:05:05.261911Z,cpu,7.764645,7.491310,0.468207,16.000000,,,,1.60,0.000,600.0,,0.000000,0,
2025-10-27T09:05:06.263224Z,gpu,0.126363,0.137039,0.062189,2.203593,61.00,,20.88,23.00,0.104,22.0,0,0.000000,0,
2025-10-27T09:05:06.263224Z,cpu,12.727700,32.423108,0.216154,150.000000,,,,15.00,0.000,600.0,,0.000000,0,
2025-10-27T09:05:07.264312Z,gpu,0.126915,0.002758,0.056990,0.048395,62.00,,41.33,1.00,0.207,21.0,0,0.000000,0,
2025-10-27T09:05:07.264312Z,cpu,12.573326,6.229872,0.214823,29.000000,,,,2.90,0.000,600.0,,0.000000,0,
2025-10-27T09:05:08.265146Z,gpu,0.082952,0.000000,0.054291,0.000000,63.00,,53.35,0.00,0.267,20.0,0,0.000000,0,
2025-10-27T09:05:08.265146Z,cpu,12.997887,7.539845,0.215424,35.000000,,,,3.50,0.000,600.0,,0.000000,0,
2025-10-27T09:05:09.266185Z,gpu,0.034231,0.000000,0.056416,0.000000,63.00,,54.23,0.00,0.271,600.0,0,0.000000,0,
2025-10-27T09:05:09.266185Z,cpu,11.411945,3.375591,0.210974,16.000000,,,,1.60,0.000,600.0,,0.000000,0,
2025-10-27T09:05:10.267753Z,gpu,0.028836,0.004383,0.061601,0.071157,63.00,,56.21,2.00,0.281,600.0,30,0.000000,0,
2025-10-27T09:05:10.267753Z,cpu,13.068096,15.772060,0.207527,76.000000,,,,7.60,0.000,600.0,,0.000000,0,
2025-10-27T09:05:11.268682Z,gpu,0.010495,0.045331,0.061888,0.732477,61.00,,35.50,13.00,0.177,600.0,30,0.000000,0,
2025-10-27T09:05:11.268682Z,cpu,12.690012,30.532692,0.125134,244.000000,,,,24.40,0.000,600.0,,0.000000,0,
2025-10-27T09:05:12.269429Z,gpu,0.025029,0.075431,0.064024,1.178160,61.00,,27.16,16.00,0.136,600.0,30,0.000000,0,
2025-10-27T09:05:12.269429Z,cpu,12.243400,3.996811,0.124900,32.000000,,,,3.20,0.000,600.0,,0.000000,0,
2025-10-27T09:05:13.270901Z,gpu,0.043968,0.094695,0.073971,1.280169,61.00,,26.56,17.00,0.133,600.0,32,0.000000,0,
2025-10-27T09:05:13.270901Z,cpu,11.282874,2.737217,0.124419,22.000000,,,,2.20,0.000,600.0,,0.000000,0,
2025-10-27T09:05:14.272269Z,gpu,0.087516,0.217740,0.085087,2.559032,60.00,,25.79,33.00,0.129,600.0,32,0.000000,0,
2025-10-27T09:05:14.272269Z,cpu,11.271263,3.317534,0.122872,27.000000,,,,2.70,0.000,600.0,,0.000000,0,
2025-10-27T09:05:15.273142Z,gpu,0.126546,0.199534,0.073101,2.729577,60.00,,25.64,35.00,0.128,600.0,33,0.000000,0,
2025-10-27T09:05:15.273142Z,cpu,8.460303,1.717263,0.122662,14.000000,,,,1.40,0.000,600.0,,0.000000,0,
2025-10-27T09:05:16.274298Z,gpu,0.152669,0.175943,0.067997,2.587525,60.00,,25.51,33.00,0.128,600.0,33,0.000000,0,
2025-10-27T09:05:16.274298Z,cpu,2.930245,2.882401,0.131018,22.000000,,,,2.20,0.000,600.0,,0.000000,0,
2025-10-27T09:05:17.275281Z,gpu,0.174207,0.183123,0.066549,2.751680,59.00,,25.44,35.00,0.127,600.0,33,0.000000,0,
2025-10-27T09:05:17.275281Z,cpu,2.943899,4.065080,0.131132,31.000000,,,,3.10,0.000,600.0,,0.000000,0,
2025-10-27T09:05:18.276265Z,gpu,0.192883,0.188073,0.070171,2.680225,59.00,,25.37,34.00,0.127,600.0,33,0.000000,0,
2025-10-27T09:05:18.276265Z,cpu,2.733477,1.685109,0.129624,13.000000,,,,1.30,0.000,600.0,,0.000000,0,
2025-10-27T09:05:19.277563Z,gpu,0.192362,0.215137,0.080284,2.679697,59.00,,25.38,34.00,0.127,600.0,33,0.000000,0,
2025-10-27T09:05:19.277563Z,cpu,3.696274,8.131518,0.131154,62.000000,,,,6.20,0.000,600.0,,0.000000,0,
2025-10-27T09:05:20.280001Z,gpu,0.206744,0.271444,0.104342,2.601498,58.00,,25.37,33.00,0.127,600.0,33,0.000000,0,
2025-10-27T09:05:20.280001Z,cpu,5.193145,9.201615,0.131452,70.000000,,,,7.00,0.000,600.0,,0.000000,0,
2025-10-27T09:05:21.281796Z,gpu,0.237248,0.328464,0.125682,2.613447,58.00,,25.25,33.00,0.126,600.0,33,0.000000,0,
2025-10-27T09:05:21.281796Z,cpu,8.315847,18.495912,0.342517,54.000000,,,,5.40,0.000,600.0,,0.000000,0,
2025-10-27T09:05:22.284588Z,gpu,0.289057,0.442165,0.163978,2.696487,57.00,,25.22,34.00,0.126,600.0,33,0.000000,0,
2025-10-27T09:05:22.284588Z,cpu,9.625238,10.612036,0.342324,31.000000,,,,3.10,0.000,600.0,,0.000000,0,
2025-10-27T09:05:23.286208Z,gpu,0.561396,1.549771,0.571022,2.714029,57.00,,25.05,34.00,0.125,600.0,33,0.000000,0,
2025-10-27T09:05:23.286208Z,cpu,11.369237,10.405102,0.346837,30.000000,,,,3.00,0.000,600.0,,0.000000,0,
2025-10-27T09:05:24.288218Z,gpu,0.819989,1.508102,0.571022,2.641056,57.00,,24.99,33.00,0.125,600.0,33,0.000000,0,
2025-10-27T09:05:24.288218Z,cpu,11.832151,10.446088,0.348203,30.000000,,,,3.00,0.000,600.0,,0.000000,0,
2025-10-27T09:05:25.289288Z,gpu,1.096965,1.656323,0.608626,2.721415,56.00,,24.99,34.00,0.125,600.0,33,0.000000,0,
2025-10-27T09:05:25.289288Z,cpu,12.407050,12.076114,0.365943,33.000000,,,,3.30,0.000,600.0,,0.000000,0,
2025-10-27T09:05:26.290921Z,gpu,1.354241,1.614846,0.608626,2.653266,56.00,,24.88,33.00,0.124,600.0,33,0.000000,0,
2025-10-27T09:05:26.290921Z,cpu,10.083735,6.879336,0.362070,19.000000,,,,1.90,0.000,600.0,,0.000000,0,
2025-10-27T09:05:27.291741Z,gpu,1.631614,1.829029,0.670070,2.729608,56.00,,24.91,34.00,0.125,600.0,33,0.000000,0,
2025-10-27T09:05:27.291741Z,cpu,9.299270,6.689712,0.352090,19.000000,,,,1.90,0.000,600.0,,0.000000,0,
2025-10-27T09:05:28.292785Z,gpu,1.688910,1.836252,0.670070,2.740388,55.00,,24.81,34.00,0.124,600.0,33,0.000000,0,
2025-10-27T09:05:28.292785Z,cpu,9.604033,11.928914,0.372779,32.000000,,,,3.20,0.000,600.0,,0.000000,0,
